title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"How the Universe Works",tv,Documentary,2010,tt1832668,8.9,7386,"AD, AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FR, GT, HN, HU, JM, LC, MC, MD, MX, NI, NL, PA, PE, PL, PT, PY, RO, RS, SK, SV, TC, TT, US, UY, VE"
"Downton Abbey",tv,"Drama, Romance",2010,tt1606375,8.7,229658,"AD, BA, BG, HR, MD, ME, MK, SI, SK"
"Love It or List It",tv,Reality-TV,2008,tt1773182,6.5,2672,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
,tv,Documentary,,,,,"AR, BR, CO"
"Howe & Howe Tech",tv,Reality-TV,2010,tt1579022,7.8,58,"HN, NO, US"
"Sister Wives",tv,Reality-TV,2010,tt1721666,4.5,3013,"AD, AG, AR, BA, BB, BG, BO, BR, BS, CL, CO, CR, CZ, DK, ES, FI, GT, HN, HR, HU, MD, ME, MK, MX, NI, NL, NO, PE, PL, PT, RO, RS, SE, SI, SK, SV, TT, US, UY"
"Most Terrifying Places in America",tv,Adventure,2009,tt1579243,6.5,94,"AG, BB, BS, HN, NI, TT, US"
Shameless,tv,"Comedy, Drama",2011,tt1586680,8.5,299088,"AD, AR, BA, BE, BG, BO, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HR, HU, JM, LC, MC, MD, ME, MK, MX, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, UY, VE"
"Los hombres de Paco",tv,"Comedy, Crime, Drama",2005,tt0475464,7,2359,"AD, ES"
"The Vanilla Ice Project",tv,Reality-TV,2010,tt1734192,6.6,326,"HN, US"
Enlightened,tv,"Comedy, Drama",2011,tt1509004,7.5,10452,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Gold Rush",tv,Reality-TV,2010,tt1800864,7.2,5597,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Falling Skies",tv,"Action, Adventure, Drama",2011,tt1462059,7.1,93905,"AG, BB, BS, FR, HN, MC, NI, RS, TT, US"
"Property Brothers",tv,Reality-TV,2011,tt1827882,7.1,3539,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FI, GT, HN, JM, LC, MX, NI, NO, PA, PE, PY, SE, SV, TC, TT, US, UY, VE"
"Strange Sex",tv,Documentary,2010,tt1705089,5.4,144,"BG, MD, NO, RO"
"The Ricky Gervais Show",tv,"Animation, Comedy, Talk-Show",2010,tt1553644,8.4,17281,"DK, FI, NO, SE"
"My Strange Addiction",tv,"Biography, Documentary, Reality-TV",2010,tt1809014,5.7,1230,"AG, AR, BB, BO, BR, BS, CL, CO, CR, GT, HN, MX, NI, PE, RS, SV, TT, US, UY"
"Usta usta",tv,Comedy,2010,tt1673344,6.9,215,PL
"Restaurant: Impossible",tv,Reality-TV,2011,tt1771742,6.8,2263,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Flying Wild Alaska",tv,"Action, Adventure, Reality-TV",2011,tt1781092,8.1,642,"BA, BE, FR, HR, MC, ME, MK, SI"
"Åndenes Makt",tv,"Mystery, Reality-TV",2004,tt2429392,5.5,69,NO
"Who the (Bleep) Did I Marry",tv,"Biography, Crime, Documentary",2010,tt1705096,6.7,661,"AD, AG, AR, BB, BE, BG, BO, BR, BS, CL, CO, CR, CZ, DK, ES, FI, FR, GT, HN, HU, MC, MD, MX, NI, NL, NO, PE, PL, RO, SE, SK, SV, TT, US, UY"
"Airplane Repo",tv,Drama,2010,tt1808720,4.8,495,"BA, BG, CZ, HR, HU, MD, ME, MK, NO, RO, SI, SK"
Sinnasnekker'n,tv,Reality-TV,2010,tt4265944,6.9,26,NO
,tv,,2010,,,,"HN, US"
,tv,Documentary,2010,,,,"HN, US"
,tv,,2008,,,,DK
"Twarza w twarz",tv,"Action, Crime, Drama",2007,tt1111729,5.3,155,PL
"Alt for Norge",tv,Reality-TV,2010,tt3799414,8.4,73,NO
"Chasing Classic Cars",tv,Documentary,2008,tt1357604,7.3,693,"AD, DK, ES, HN, NL, NO, PT, US"
"If God Is Willing and da Creek Don't Rise",tv,Documentary,2010,tt1587373,7.6,589,"AG, BB, BS, HN, NI, TT, US"
Odwróceni,tv,"Action, Crime, Drama",2007,tt0998810,7.6,500,PL
,tv,"Reality, Documentary",2006,,,,"AG, BB, BS, HN, NI, RS, TT, US"
"The Octonauts",tv,"Adventure, Animation, Comedy",2010,tt1710177,7.6,1646,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Food Paradise",tv,Reality-TV,2007,tt1200227,7.7,134,"AG, BB, BS, HN, NI, RS, TT, US"
"The Amazing World of Gumball",tv,"Adventure, Animation, Comedy",2011,tt1942683,8.4,44120,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"One Piece",tv,"Action, Adventure, Animation",1999,tt0388629,9,266601,"AR, BO, BR, CL, CO, CR, DO, GT, JM, MX, PA, PE, PY, SV, UY, VE"
"Bristol Bay Brawl",tv,Reality-TV,2009,tt1653324,,,"AD, ES, PT"
"Extreme Forensics",tv,"Crime, Documentary, Drama",2008,tt1298822,7.8,95,"BG, CZ, DK, FI, HU, MD, NO, PT, RO, SE, SK"
,tv,,2010,,,,"HN, US"
"Mysteries at the Museum",tv,"Adventure, Biography, Crime",2010,tt2076566,8.1,1426,"AD, AG, BA, BB, BG, BS, CZ, ES, FR, HN, HR, HU, MC, MD, ME, MK, NI, NL, PT, RO, RS, SI, SK, TT, US"
"Auction Kings",tv,Reality-TV,2010,tt1772447,5.9,789,PT
Ullared,tv,Reality-TV,2009,tt2720700,6.4,152,"FI, SE"
,tv,"Comedy, Documentary",2010,,,,SE
"Sofias änglar",tv,"Documentary, Reality-TV",2011,tt2322592,6.6,42,"DK, FI, NO, SE"
"Nightmare Next Door",tv,"Crime, Documentary",2011,tt1802968,7,1125,"AD, AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SK, SV, TC, TT, US, UY, VE"
,tv,Reality,2011,,,,"HN, US"
"Stalked: Someone's Watching",tv,"Crime, Documentary, Mystery",2011,tt1866674,7.5,370,"AG, BB, BS, HN, NI, TT, US"
,tv,"Documentary, Comedy",2011,,,,"HN, US"
"Out of the Wild: Venezuela",tv,Reality-TV,2011,tt1845623,7.8,165,"BE, FR, MC"
"4-stjerners middag",tv,Reality-TV,2009,tt7050846,6.1,40,NO
"Life After",tv,Biography,2009,tt1413895,7.8,50,BE
"Recipe for Life",tv,"Comedy, Drama",2011,tt1991674,6.3,172,PL
NTSF:SD:SUV,tv,Comedy,2011,tt1783495,7.3,3450,"AD, BA, BE, BG, CZ, DK, ES, FI, FR, HR, HU, MC, MD, ME, MK, NL, NO, PL, PT, RO, SE, SI, SK"
"Kate Plus 8",tv,Reality-TV,2010,tt5209238,2.4,226,"BA, BE, BG, CZ, FR, HR, HU, MC, MD, ME, MK, NL, NO, PT, RO, SI, SK"
"Hart of Dixie",tv,"Comedy, Drama, Romance",2011,tt1832979,7.7,57498,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"2 Broke Girls",tv,Comedy,2011,tt1845307,6.7,107053,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Oprah's Master Class",tv,Documentary,2011,tt1790281,5.9,234,"AG, BB, BS, HN, NI, TT, US"
"Extreme Couponing",tv,Documentary,2011,tt1836419,4.7,530,"AD, AR, BA, BE, BG, BO, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HR, HU, JM, LC, MD, ME, MK, MX, NL, NO, PA, PE, PT, PY, RO, SE, SI, SK, SV, TC, UY, VE"
"Mildred Pierce",tv,"Crime, Drama, Mystery",2011,tt1492030,7.6,24618,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Off the Air",tv,"Animation, Comedy, Horror",2011,tt2289131,8.4,1059,"AG, BB, BS, HN, NI, RS, TT, US"
"My Babysitter's a Vampire",tv,"Action, Comedy, Family",2011,tt1727434,7.1,5383,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"NY Ink",tv,Documentary,2011,tt1840051,6.6,463,"AR, BA, BE, BG, BO, BR, CL, CO, CR, CZ, FR, GT, HR, HU, MC, MD, ME, MK, MX, NL, NO, PE, PT, RO, SI, SK, SV, UY"
"Parade's End",tv,"Action, Drama, Romance",2012,tt1956017,7.5,10878,"AG, BB, BS, HN, NI, TT, US"
,tv,Documentary,2009,,,,PL
"The Hour",tv,Drama,2011,tt1778108,8,11771,"AR, CO"
"Finding Bigfoot",tv,"Documentary, Drama, Thriller",2011,tt1948830,4.1,2046,"AG, AR, BB, BE, BR, BS, CO, DK, FI, FR, HN, MC, NI, NL, NO, PT, RS, SE, TT, US"
"Daniel Tiger's Neighborhood",tv,"Animation, Family, Fantasy",2012,tt2014553,7.5,1521,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
"Black Dynamite",tv,"Action, Adventure, Animation",2011,tt1608383,8.1,5006,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, RS, SV, TC, TT, US, UY, VE"
"39 i pól",tv,Comedy,2008,tt1199743,6.2,352,PL
"One Man Army",tv,Reality-TV,2011,tt1995841,6.6,192,"BE, FR, MC, NO"
,tv,,,,,,"AD, ES, FR, MC"
Curiosity,tv,Documentary,2011,tt1564623,7.6,736,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"MasterChef USA",tv,"Game-Show, Reality-TV",2010,tt1694423,7.2,10125,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Green Lantern: The Animated Series",tv,"Action, Adventure, Animation",2011,tt1724587,8,7677,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, RS, SV, TC, TT, US, UY, VE"
,tv,Documentary,2011,,,,"BE, FR, MC"
"Loiter Squad",tv,Comedy,2012,tt2272367,7,2662,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, RS, SV, TC, TT, US, UY, VE"
"The Dead Files",tv,"Fantasy, Horror, Reality-TV",2011,tt2012511,6.7,3277,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, CL, CO, CR, CZ, DK, ES, FI, FR, GT, HN, HR, HU, MC, MD, ME, MK, MX, NI, NL, NO, PE, PL, PT, RO, SE, SI, SK, SV, TT, US, UY"
"El perro y el gato",tv,Animation,2004,tt1686989,8.7,53,"AG, AR, BB, BO, BS, CL, CO, CR, DO, GT, HN, JM, MX, NI, PA, PE, PY, SV, TT, US, UY, VE"
"I (Almost) Got Away with It",tv,"Crime, Documentary, Mystery",2010,tt1420152,7.5,786,"AG, BA, BB, BE, BG, BS, CZ, DK, FI, FR, HN, HR, HU, MC, MD, ME, MK, NI, NL, NO, PT, RO, SE, SI, SK, TT, US"
,tv,,,,,,"BE, FR, MC, NO"
"Beware the Batman",tv,"Action, Adventure, Animation",2013,tt2329077,7.3,4761,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, RS, SV, TC, TT, US, UY, VE"
Banshee,tv,"Action, Crime, Drama",2013,tt2017109,8.4,130170,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,tv,,2011,,,,NO
Girls,tv,"Comedy, Drama",2012,tt1723816,7.4,78991,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"American Guns",tv,Reality-TV,2011,tt2083423,6.2,517,"BE, FR, MC, NO"
"Kids on the Slope",tv,"Animation, Drama, Music",2012,tt2341375,8.2,3489,"AR, BO, BR, CL, CO, CR, DO, GT, JM, MX, PA, PE, PY, SV, UY, VE"
"Bobby Flay's Barbecue Addiction",tv,Reality-TV,2011,tt1974228,6.5,40,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"George Harrison: Living in the Material World",tv,"Biography, Documentary, Music",2011,tt1113829,8.1,12795,"AG, BB, BS, HN, NI, TT, US"
"The Weight of the Nation for Kids",tv,Documentary,2012,tt3071294,6.4,24,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, SI, SK, SV, TC, TT, US, UY, VE"
"The Weight of the Nation",tv,Documentary,2012,tt2220150,7.1,181,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, SI, SK, SV, TC, TT, US, UY, VE"
Undercover,tv,"Action, Crime, Drama",2011,tt1909015,8.9,27847,"BA, BG, HR, ME, MK, SI"
"Monday Mornings",tv,Drama,2013,tt2217759,7.7,2894,"FR, MC"
"Billy on the Street",tv,"Comedy, Game-Show",2011,tt2191991,7.8,2646,"AG, BB, BS, HN, NI, RS, TT, US"
,tv,,2010,,,,"HN, US"
"Line of Duty",tv,"Crime, Drama, Mystery",2012,tt2303687,8.7,72762,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Love It or List It Vancouver",tv,Reality-TV,2013,tt2665420,6.8,676,"AR, BO, BR, BZ, CL, CO, CR, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,tv,,2010,,,,"BA, BE, CZ, FR, HR, HU, MC, MD, ME, MK, NO, RO, SI, SK"
"The Bridge",tv,"Crime, Mystery, Thriller",2011,tt1733785,8.6,78506,PL
"Unchained Reaction",tv,Reality-TV,2012,tt2230805,6.1,174,"AD, BE, ES, FR, MC, NO, PT"
,tv,Reality,2010,,,,PL
"Teen Titans Go!",tv,"Action, Adventure, Animation",2013,tt2771780,5.7,25736,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Salvage Hunters",tv,Reality-TV,2011,tt2223298,7.8,666,"AD, BA, BE, BG, CZ, DK, ES, FI, FR, HN, HR, HU, MC, MD, ME, MK, NL, NO, PL, PT, RO, SE, SI, SK, US"
"Long Island Medium",tv,"Documentary, Mystery, Reality-TV",2010,tt2010806,4.8,1543,"AG, BA, BB, BE, BG, BS, CZ, DK, FR, HN, HR, HU, MC, MD, ME, MK, NI, NL, NO, PT, RO, SE, SI, SK, TT, US"
"Here Comes Honey Boo Boo",tv,Reality-TV,2012,tt2288050,2.5,7540,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
"The Moon Embracing the Sun",tv,"Drama, Fantasy, Romance",2012,tt3143378,7.9,3558,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Breaking Amish",tv,"Documentary, Drama, Reality-TV",2012,tt2386354,5,1181,"AD, BA, BG, CZ, ES, FI, HN, HR, HU, MD, ME, MK, NL, NO, PT, RO, SE, SI, SK, US"
"Masha and the Bear",tv,"Adventure, Animation, Comedy",2007,tt1884856,7.3,4099,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NL, NO, PL, PT, RO, SE, SI, SK"
"Fairy Tail",tv,"Action, Adventure, Animation",2009,tt1528406,7.9,29226,"AR, BO, BR, CL, CO, CR, DO, GT, JM, MX, PA, PE, PY, SV, UY, VE"
Moonshiners,tv,"Comedy, Reality-TV",2011,tt1877005,6.1,1686,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Spartacus,tv,"Action, Adventure, Biography",2010,tt1442449,8.5,261427,"DK, FI, NO, SE"
"Off the Hook: Extreme Catches",tv,"Reality-TV, Sport",2012,tt2217770,7.3,113,"AD, BE, CZ, ES, FR, HU, MC, NO, PT, SK"
"Top of the Lake",tv,"Crime, Drama, Mystery",2013,tt2103085,7.4,38267,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"True Detective",tv,"Crime, Drama, Mystery",2014,tt2356777,8.9,675440,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Africa,tv,Documentary,2013,tt2571774,8.9,17395,"AG, BB, BS, HN, NI, RS, TT, US"
"Graveyard Carz",tv,Reality-TV,2011,tt2078994,6,521,"AG, BB, BS, HN, NI, TT, US"
Odisseia,tv,"Comedy, Drama",2013,tt2416936,8.7,2360,PT
"Naked and Marooned with Ed Stafford",tv,Documentary,2013,tt2701238,8.1,1079,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
"Fast N' Loud",tv,"Adventure, Comedy, Reality-TV",2012,tt2346169,7.4,2906,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
"The Originals",tv,"Drama, Fantasy, Horror",2013,tt2632424,8.3,151488,"AD, AR, BA, BE, BG, BO, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HR, HU, JM, LC, MC, MD, ME, MK, MX, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, UY, VE"
"Ben 10: Omniverse",tv,"Action, Adventure, Animation",2012,tt2293002,6.4,8205,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Uncle Grandpa",tv,"Animation, Comedy, Family",2010,tt3042608,4.5,7568,"AD, AR, BE, BG, BO, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HU, JM, LC, MC, MD, MX, NL, NO, PA, PE, PL, PT, PY, RO, SE, SK, SV, TC, UY, VE"
"Deadly Affairs",tv,"Crime, Documentary",2012,tt2509804,6.8,182,"AD, ES, FR, MC, NL, NO"
"En stark resa med Morgan och Ola-Conny",tv,Comedy,2012,tt2354775,8.1,157,SE
"The Tom and Jerry Show",tv,"Adventure, Animation, Comedy",2011,tt3559124,7.1,3785,"AD, AR, BA, BE, BG, BO, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HR, HU, JM, LC, MC, MD, ME, MK, MX, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, US, UY, VE"
Lekarze,tv,Drama,2012,tt2364040,5.7,138,PL
Naznaczony,tv,Thriller,2009,tt1318008,5.7,143,PL
"Obsession: Dark Desires",tv,"Crime, Documentary, Drama",2013,tt2892016,7.2,559,"AD, BE, BG, CZ, ES, FR, HU, MC, MD, NL, NO, PT, RO, SK"
"Your Pretty Face Is Going to Hell",tv,"Comedy, Fantasy, Horror",2013,tt2362694,7.8,3172,"AD, AR, BO, BR, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, JM, LC, MC, MX, NO, PA, PE, PY, SE, SV, TC, UY, VE"
"True Law",tv,"Comedy, Drama",2012,tt2245989,6.8,411,PL
"Apetyt na milosc",tv,Drama,2008,tt5837454,,,PL
Heirs,tv,"Comedy, Drama, Romance",2013,tt3243098,7.5,14269,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Say Yes to the Dress: Bridesmaids",tv,Reality-TV,2011,tt2006563,5.1,193,"AR, BA, BG, BO, BR, BZ, CL, CO, CR, CZ, DO, EC, GT, HR, HU, JM, LC, MD, ME, MK, MX, NL, NO, PA, PE, PT, PY, RO, SI, SK, SV, TC, UY, VE"
"Blood Relatives",tv,"Crime, Documentary",2012,tt2361849,7.1,363,"AD, AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SK, SV, TC, TT, US, UY, VE"
"Uklad warszawski",tv,Crime,2011,tt2057872,5.5,31,PL
"The Fall",tv,"Crime, Drama, Thriller",2013,tt2294189,8.1,122949,PL
Mom,tv,"Comedy, Drama, Romance",2013,tt2660806,7.4,40452,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NL, NO, PL, PT, RO, SE, SI, SK"
"Hotel Impossible",tv,Reality-TV,2012,tt2129304,7.8,1167,"AD, ES"
"Wheeler Dealers: Trading Up",tv,Documentary,2013,tt3072802,7,180,"AD, AR, BA, BE, BG, BO, BR, CL, CO, CR, CZ, ES, FR, GT, HN, HR, HU, MC, MD, ME, MK, MX, NO, PE, PL, PT, RO, SI, SK, SV, US, UY"
"Kuba Wojewódzki",tv,Talk-Show,2002,tt2356275,5.6,76,PL
"Outrageous Acts of Science",tv,Documentary,2012,tt2857312,7.1,328,"AD, BE, BG, CZ, ES, FR, HU, MC, MD, PT, RO, SK"
"Treehouse Masters",tv,"Comedy, Reality-TV",2013,tt2838492,7.2,1603,"AD, AG, BA, BB, BE, BG, BS, CZ, DK, ES, FI, FR, HN, HR, HU, MC, MD, ME, MK, NI, NL, NO, PT, RO, SE, SI, SK, TT, US"
"Nugammalt - 77 händelser som format Sverige",tv,Talk-Show,2013,tt3437912,6.4,43,SE
"The Vow",tv,"Crime, Documentary",2020,tt10222764,7.2,6855,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Bakery Boss",tv,Reality-TV,2013,tt2945738,7.5,105,"AD, BE, ES, FR, MC, NO, PT"
Clarence,tv,"Adventure, Animation, Comedy",2013,tt3061050,6.8,12205,"AD, AR, BE, BG, BO, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HU, JM, LC, MC, MD, MX, NL, NO, PA, PE, PL, PT, PY, RO, SE, SK, SV, TC, UY, VE"
Reis,tv,"Drama, History",2022,tt20827706,7.3,41,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
"Super Soul Sunday",tv,Talk-Show,2011,tt2402865,6.9,152,"AG, BB, BS, HN, NI, TT, US"
"Trisha's Southern Kitchen",tv,Reality-TV,2012,tt2210101,6.2,125,"AG, BB, BS, HN, NI, TT, US"
"Man Fire Food",tv,Reality-TV,2012,tt2270708,6.5,116,"CZ, HU, MD, NL, RO, SK"
,tv,Drama,,,,,"BA, BG, CZ, HR, MD, ME, MK, RO, SI, SK"
"Swamp Murders",tv,"Crime, Documentary",2013,tt2978518,6.9,314,"AD, AG, AR, BB, BE, BG, BO, BR, BS, CL, CO, CR, CZ, DK, ES, FI, FR, GT, HN, HU, MC, MD, MX, NI, NL, NO, PE, PL, PT, RO, SE, SK, SV, TT, US, UY"
FantomWorks,tv,Reality-TV,2013,tt2951514,6.7,454,"HN, US"
"Hello Ladies",tv,Comedy,2013,tt2378794,7.4,13762,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"How It's Made: Dream Cars",tv,Documentary,2013,tt3083890,7.5,222,"HN, US"
Jeopardy!,tv,Game-Show,1995,tt0318899,6.1,54,DK
,tv,Documentary,2011,,,,"HN, US"
"The Leftovers",tv,"Drama, Fantasy, Mystery",2014,tt2699128,8.3,116697,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Heavy Metal Taskforce",tv,Documentary,2009,tt2542830,8.8,9,"BE, FR"
"Ice Cold Gold",tv,Reality-TV,2013,tt2812850,5.5,339,"AD, BA, BE, BG, CZ, ES, FI, FR, HR, HU, MC, MD, ME, MK, NL, NO, PL, PT, RO, SE, SI, SK"
Roomservice,tv,Reality-TV,2001,tt2274162,6.5,15,SE
,tv,Documentary,2010,,,,"HN, US"
