title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Hard Times",movie,"Crime, Drama, Sport",1975,tt0073092,7.2,12458,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Sisters,movie,"Horror, Mystery, Thriller",1972,tt0070698,6.9,21541,US
"Frequently Asked Questions About Time Travel",movie,"Comedy, Sci-Fi",2009,tt0910554,7,37114,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Scott Pilgrim vs. the World",movie,"Action, Comedy, Fantasy",2010,tt0446029,7.6,473851,US
"Tom and Jerry: The Movie",movie,"Adventure, Animation, Comedy",1992,tt0105616,5.4,12390,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"The Swan Princess",movie,"Adventure, Animation, Comedy",1994,tt0111333,6.4,27542,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Broken Hearts Club: A Romantic Comedy",movie,"Comedy, Drama, Romance",2000,tt0222850,6.9,8301,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Scooby-Doo! The Mystery Begins",movie,"Adventure, Comedy, Family",2009,tt1258157,5.3,7670,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Cloudy with a Chance of Meatballs",movie,"Adventure, Animation, Comedy",2009,tt0844471,6.9,265117,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Law Abiding Citizen",movie,"Action, Crime, Drama",2009,tt1197624,7.4,326624,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Ninja Assassin",movie,"Action, Thriller",2009,tt1186367,6.3,76482,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Superman/Batman: Public Enemies",movie,"Action, Animation, Drama",2009,tt1398941,7.1,25856,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Blind Side",movie,"Biography, Drama, Sport",2009,tt0878804,7.6,366921,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Town",movie,"Crime, Drama, Thriller",2010,tt0840361,7.5,423024,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"A Nightmare on Elm Street",movie,"Crime, Drama, Horror",2010,tt1179056,5.2,109586,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HN, JM, LC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Daffy Duck's Quackbusters",movie,"Action, Adventure, Animation",1988,tt0094939,7.1,2740,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Sucker Punch",movie,"Action, Adventure, Fantasy",2011,tt0978764,6.1,254953,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Fort Apache the Bronx",movie,"Crime, Drama",1981,tt0082402,6.7,7150,"BA, BG, CZ, HR, HU, MD, ME, MK, NL, PL, RO, RS, SI, SK"
"Cop Out",movie,"Action, Comedy, Crime",2010,tt1385867,5.5,90884,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"And Starring Pancho Villa as Himself",movie,"Biography, Drama, History",2003,tt0337824,6.5,3697,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"The Time Traveler's Wife",movie,"Comedy, Drama, Fantasy",2009,tt0452694,7.1,160058,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Did You Hear About the Morgans?",movie,"Comedy, Drama, Romance",2009,tt1314228,4.9,43209,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Into the Sun",movie,"Action, Thriller",2005,tt0358294,4.3,8127,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Aloha, Scooby-Doo!",movie,"Adventure, Animation, Comedy",2005,tt0433771,6.3,5788,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Blind Horizon",movie,"Drama, Mystery, Thriller",2003,tt0337881,5.5,5019,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Dinner with Friends",movie,"Comedy, Drama, Romance",2001,tt0271461,6.2,3444,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"Tom and Jerry: A Nutcracker Tale",movie,"Action, Adventure, Animation",2007,tt1114698,6.3,2174,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Scooby-Doo Meets the Boo Brothers",movie,"Adventure, Animation, Comedy",1987,tt0189070,6.9,5276,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Julie & Julia",movie,"Biography, Drama, Romance",2009,tt1135503,7,130606,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Friends of God: A Road Trip with Alexandra Pelosi",movie,Documentary,2007,tt0953404,6.6,543,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
Pygmalion,movie,"Comedy, Drama, Romance",1938,tt0030637,7.7,9846,"AG, BB, BS, HN, NI, TT, US"
Dutch,movie,"Comedy, Drama",1991,tt0101786,6.5,14585,"AG, BB, BS, NI, TT"
"Irma Vep",movie,"Comedy, Drama",1996,tt0116650,7,10021,US
"Taking Chance",movie,"Drama, War",2009,tt1019454,7.4,15338,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Ben 10: Alien Swarm",movie,"Action, Adventure, Family",2009,tt1327701,4.6,5730,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"April Fool's Day",movie,"Crime, Horror, Mystery",2008,tt1018817,3.7,4284,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"From Paris with Love",movie,"Action, Crime, Thriller",2010,tt1179034,6.4,122562,"CZ, SK"
Pu-239,movie,Drama,2006,tt0472156,6.7,4252,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Arthur and the Revenge of Maltazard",movie,"Adventure, Animation, Family",2009,tt0940657,5.3,11365,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"4 Little Girls",movie,"Documentary, History",1997,tt0118540,7.8,3648,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK, US"
"Red Desert",movie,Drama,1964,tt0058003,7.4,18065,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK, US"
Tobruk,movie,"History, War",2008,tt1224376,5.8,1205,"CZ, SK"
Shameless,movie,"Comedy, Drama",2008,tt1267499,5.7,670,"CZ, SK"
"Bugs Bunny's 3rd Movie: 1001 Rabbit Tales",movie,"Adventure, Animation, Comedy",1982,tt0083701,7,2272,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Wrong Side Up",movie,"Comedy, Drama",2005,tt0408120,7.2,1767,"CZ, SK"
Wit,movie,Drama,2001,tt0243664,8,11562,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
Inception,movie,"Action, Adventure, Sci-Fi",2010,tt1375666,8.8,2609684,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"Mom and Dad Save the World",movie,"Adventure, Comedy, Family",1992,tt0104905,5.4,5315,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, GT, GY, HN, JM, LC, MX, NI, NO, PA, PE, PY, SE, SV, TC, TT, US, UY, VE"
"The Bounty Hunter",movie,"Action, Comedy, Romance",2010,tt1038919,5.5,135763,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Salt,movie,"Action, Thriller",2010,tt0944835,6.5,333764,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Other Guys",movie,"Action, Comedy, Crime",2010,tt1386588,6.7,293882,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"A Return to Salem's Lot",movie,"Comedy, Horror, Thriller",1987,tt0093855,4.3,5159,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
Cruising,movie,"Crime, Drama, Mystery",1980,tt0080569,6.5,29131,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Direct Action",movie,"Action, Crime, Thriller",2004,tt0368688,5,1788,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Wild One",movie,"Crime, Drama, Romance",1953,tt0047677,6.7,18100,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Brood",movie,"Horror, Sci-Fi",1979,tt0078908,6.8,35418,US
"Jean Charles",movie,"Biography, Drama",2009,tt0989007,6.3,1335,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Bride",movie,"Fantasy, Horror, Romance",1985,tt0088851,5.4,3659,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Ghost Adventures",movie,Documentary,2004,tt2637720,7.6,2515,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MC, MD, ME, MK, NI, NL, NO, PL, RO, SE, SI, SK, US"
"Divided We Fall",movie,"Comedy, Drama, War",2000,tt0234288,7.6,5440,"CZ, SK"
"Justice League: Crisis on Two Earths",movie,"Action, Animation, Fantasy",2010,tt1494772,7.2,29548,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Scooby-Doo and the Legend of the Vampire",movie,"Adventure, Animation, Comedy",2003,tt0357139,6.4,6227,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"Real Women Have Curves",movie,"Comedy, Drama",2002,tt0296166,6.9,8403,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"The Late Shift",movie,"Comedy, Drama",1996,tt0116835,6.7,3866,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"The Texas Chain Saw Massacre",movie,Horror,1974,tt0072271,7.4,192493,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Path to War",movie,"Biography, Drama, War",2002,tt0218505,7.3,4304,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Shampoo,movie,"Comedy, Drama",1975,tt0073692,6.4,14649,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Agatha,movie,"Drama, Mystery, Thriller",1979,tt0078736,6.2,3686,PT
Grandhotel,movie,Comedy,2006,tt0494231,6,368,"CZ, SK"
Loners,movie,Comedy,2000,tt0219288,7.5,3309,"CZ, SK"
"The Chase",movie,"Crime, Drama, Thriller",1966,tt0060232,7.1,13913,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Against the Wall",movie,"Action, Drama, History",1994,tt0109053,6.7,3367,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"The Tuskegee Airmen",movie,"Drama, History, War",1995,tt0114745,7.1,7252,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"The Beguiled",movie,"Drama, Thriller, War",1971,tt0066819,7.2,19637,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Hope and Glory",movie,"Comedy, Drama, Romance",1987,tt0093209,7.3,15032,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Safe,movie,Drama,1995,tt0114323,7.1,17791,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Seventh Continent",movie,Drama,1989,tt0098327,7.6,17658,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Scooby-Doo! Abracadabra-Doo",movie,"Action, Adventure, Animation",2009,tt1599351,6.8,3334,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"The Girl from Paris",movie,"Comedy, Drama",2001,tt0240149,6.6,2462,"FR, MC"
"The Decameron",movie,"Comedy, Drama, History",1971,tt0065622,7,12639,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"White Light/Black Rain: The Destruction of Hiroshima and Nagasaki",movie,"Documentary, History",2007,tt0911010,8.2,2388,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Temple Grandin",movie,"Biography, Drama",2010,tt1278469,8.2,33428,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Something Like Happiness",movie,Drama,2005,tt0406098,7.1,1560,"CZ, SK"
"The Wild Bees",movie,"Comedy, Drama",2001,tt0243859,6.6,614,"CZ, SK"
"Tomorrow at Dawn",movie,Drama,2009,tt1291548,6.6,561,FR
"Barbie in a Mermaid Tale",movie,"Animation, Family, Fantasy",2010,tt1610301,6.4,4285,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Twist of Faith",movie,Documentary,2004,tt0436857,7.2,990,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"The NeverEnding Story",movie,"Adventure, Drama, Family",1984,tt0088323,7.3,160711,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The NeverEnding Story II: The Next Chapter",movie,"Adventure, Drama, Family",1990,tt0100240,5.1,27917,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"A Single Man",movie,"Crime, Drama, Romance",2009,tt1315981,7.5,119134,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Losers",movie,"Action, Adventure, Comedy",2010,tt0480255,6.2,108274,US
"If These Walls Could Talk",movie,"Drama, Thriller",1996,tt0116607,6.9,5173,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"The Last Chase",movie,"Action, Adventure, Sci-Fi",1981,tt0082642,4.4,1244,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Resident Evil: Afterlife",movie,"Action, Horror, Sci-Fi",2010,tt1220634,5.8,181395,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Gathering Storm",movie,"Biography, Drama, History",2002,tt0314097,7.4,7255,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Into the Storm",movie,"Biography, Drama, History",2009,tt0992993,7,6044,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Blade II",movie,"Action, Horror, Sci-Fi",2002,tt0187738,6.7,240257,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, GT, GY, HN, JM, LC, MX, NI, NO, PA, PE, PY, SE, SV, TC, TT, UY, VE"
Blade,movie,"Action, Horror, Sci-Fi",1998,tt0120611,7.1,309949,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, GY, HN, JM, LC, MX, NI, NO, PA, PE, PY, SE, SV, TC, TT, UY, VE"
"Blade: Trinity",movie,"Action, Horror, Sci-Fi",2004,tt0359013,5.8,192771,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, GT, GY, HN, JM, LC, MX, NI, NO, PA, PE, PY, SE, SV, TC, TT, UY, VE"
"School Daze",movie,"Comedy, Drama, Musical",1988,tt0096054,6.1,8281,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Cemetery Junction",movie,"Comedy, Drama",2010,tt1196204,6.8,24318,"FR, MC"
"Ghosts of Abu Ghraib",movie,"Crime, Documentary, History",2007,tt0912585,7.7,1206,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"The Vagina Monologues",movie,"Comedy, Documentary, Drama",2002,tt0244283,6.4,1140,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PT, PY, RO, SI, SK, SV, TC, TT, US, UY, VE"
"You Don't Know Jack",movie,"Biography, Drama",2010,tt1132623,7.5,30772,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"The Last Truck: Closing of a GM Plant",movie,Documentary,2009,tt1487120,6.9,501,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"Scooby-Doo and the Reluctant Werewolf",movie,"Animation, Comedy, Family",1988,tt0189072,6.7,5397,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Protector,movie,"Drama, Romance",2009,tt1348318,7.1,911,"CZ, SK"
"The Tourist",movie,"Action, Thriller",2010,tt1243957,6,259671,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Easy A",movie,"Comedy, Drama, Romance",2010,tt1282140,7,425235,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Sex and the City 2",movie,"Comedy, Drama, Romance",2010,tt1261945,4.5,85258,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, UY, VE"
"The Social Network",movie,"Biography, Drama",2010,tt1285016,7.8,773872,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Happy Birthday to Me",movie,"Horror, Mystery, Thriller",1981,tt0082498,6,11637,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Charlie St. Cloud",movie,"Drama, Fantasy, Romance",2010,tt1438254,6.4,65203,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Immortals,movie,"Action, Drama, Fantasy",2011,tt1253864,6,178244,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Blackout Effect",movie,"Drama, Thriller",1998,tt0135807,5.7,576,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
